Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Family_Size,Var_1,Work_Experience_Cleaned
Male,Yes,53,No,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,37,Yes,Artist,Average,2.0,Cat_6,9.0
Male,Yes,74,Yes,Lawyer,Low,1.0,Cat_6,1.0
Male,Yes,75,Yes,Lawyer,High,2.0,Cat_6,
Male,Yes,47,Yes,Executive,Low,,Cat_6,9.0
Female,No,33,Yes,Engineer,Low,3.0,Cat_6,1.0
Male,No,32,Yes,Doctor,Low,2.0,Cat_6,1.0
Male,No,28,No,Healthcare,Low,5.0,Cat_4,
Male,No,31,Yes,Healthcare,Low,1.0,Cat_6,
Male,No,37,No,Healthcare,Low,5.0,Cat_3,
Male,No,45,Yes,Artist,Low,1.0,Cat_6,9.0
Male,No,23,No,,Low,4.0,Cat_6,1.0
Female,Yes,59,Yes,Artist,High,2.0,Cat_6,
Male,Yes,82,No,Executive,High,2.0,Cat_4,1.0
Male,Yes,55,Yes,Artist,Average,5.0,Cat_6,1.0
Male,Yes,67,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,38,Yes,Entertainment,Low,2.0,Cat_6,
Female,,21,No,Healthcare,Low,4.0,Cat_6,
Male,No,21,No,Healthcare,Low,6.0,Cat_6,1.0
Male,Yes,59,Yes,Artist,Low,,Cat_6,
Male,Yes,82,No,Executive,High,4.0,Cat_4,1.0
Female,Yes,50,Yes,Artist,High,4.0,Cat_6,
Male,Yes,42,No,Engineer,Low,3.0,Cat_6,9.0
Female,Yes,30,No,Artist,Average,2.0,Cat_3,1.0
Female,No,30,Yes,Healthcare,Low,1.0,Cat_6,
Male,Yes,52,No,Executive,Low,5.0,,1.0
Female,Yes,72,Yes,Artist,Average,3.0,Cat_6,3.0
Male,No,29,Yes,Healthcare,Low,4.0,Cat_6,
Male,Yes,51,Yes,Doctor,Average,3.0,Cat_4,8.0
Male,Yes,39,Yes,Artist,Average,2.0,Cat_6,
Male,No,19,No,Healthcare,Low,5.0,Cat_6,9.0
Male,No,47,Yes,,Low,1.0,Cat_6,
Male,Yes,51,Yes,Artist,Average,3.0,Cat_6,5.0
Male,Yes,55,No,Artist,Average,2.0,Cat_6,
Male,No,31,No,Entertainment,Low,4.0,Cat_2,1.0
Female,No,26,Yes,Healthcare,Low,4.0,Cat_2,
Male,No,35,Yes,Entertainment,Low,5.0,Cat_6,8.0
Female,Yes,36,Yes,Homemaker,Average,5.0,Cat_6,8.0
Male,No,31,Yes,Healthcare,Low,4.0,Cat_6,
Female,No,29,Yes,Entertainment,Low,2.0,Cat_6,8.0
Female,No,43,Yes,Artist,Low,1.0,Cat_6,6.0
Male,No,40,No,Marketing,Low,1.0,Cat_4,1.0
Male,Yes,36,No,Engineer,Low,1.0,Cat_6,
Female,Yes,58,Yes,Artist,Average,5.0,Cat_6,4.0
Female,Yes,50,Yes,Executive,High,3.0,Cat_6,4.0
Male,Yes,83,No,Executive,Low,7.0,Cat_6,
Female,No,32,Yes,Healthcare,Low,1.0,Cat_4,
Female,No,53,Yes,Engineer,Low,1.0,Cat_6,1.0
Female,No,26,No,Homemaker,Low,1.0,Cat_6,8.0
Female,No,43,Yes,Artist,Low,4.0,Cat_6,8.0
Male,Yes,35,Yes,Executive,Average,5.0,Cat_6,2.0
Male,Yes,51,Yes,Artist,Low,3.0,Cat_6,1.0
Female,Yes,89,No,Lawyer,High,1.0,Cat_6,3.0
Male,Yes,51,Yes,Doctor,High,2.0,Cat_3,1.0
Female,No,52,Yes,Artist,Low,1.0,Cat_6,6.0
Female,No,25,Yes,Healthcare,Low,1.0,Cat_6,
Female,Yes,57,Yes,Artist,Average,4.0,Cat_6,1.0
Male,Yes,27,No,Executive,Low,6.0,Cat_6,
Female,Yes,68,Yes,Lawyer,High,4.0,Cat_6,9.0
Male,Yes,35,No,Doctor,Low,1.0,Cat_4,
Male,Yes,59,Yes,Artist,Average,4.0,Cat_6,9.0
Male,No,22,No,Healthcare,Low,2.0,Cat_4,1.0
Female,No,51,Yes,Artist,Low,1.0,Cat_6,
Male,No,27,Yes,Entertainment,Low,5.0,Cat_4,1.0
Female,Yes,35,Yes,Healthcare,Low,3.0,Cat_6,1.0
Female,Yes,62,Yes,Artist,Average,7.0,Cat_7,4.0
Female,No,33,No,Engineer,Low,3.0,Cat_6,1.0
Male,Yes,66,Yes,Artist,High,2.0,Cat_6,1.0
Female,,28,No,Engineer,Low,4.0,Cat_6,
Female,No,21,No,Healthcare,Low,2.0,Cat_4,0.0
Male,No,40,Yes,Artist,Low,2.0,Cat_6,5.0
Male,No,21,No,Healthcare,Low,6.0,Cat_6,13.0
Male,No,39,No,Artist,Low,1.0,Cat_4,1.0
Female,No,25,No,Doctor,Low,4.0,Cat_6,
Male,Yes,41,Yes,Artist,Average,3.0,Cat_6,1.0
Male,No,41,Yes,Entertainment,Low,1.0,Cat_6,
Female,Yes,37,Yes,Artist,Average,3.0,Cat_7,
Male,Yes,43,No,Entertainment,Average,3.0,Cat_6,
Male,Yes,31,Yes,Entertainment,Low,2.0,Cat_6,4.0
Male,No,29,No,Doctor,Low,5.0,Cat_4,1.0
Male,Yes,36,Yes,Doctor,Average,2.0,Cat_6,7.0
Male,Yes,47,No,Artist,Low,4.0,Cat_1,
Female,No,33,Yes,Engineer,Low,2.0,Cat_6,9.0
Female,,38,Yes,Executive,High,1.0,Cat_3,
Female,Yes,81,Yes,Lawyer,Average,2.0,Cat_6,
Male,Yes,40,Yes,Artist,Average,4.0,Cat_6,4.0
Female,Yes,65,Yes,Engineer,Low,1.0,Cat_6,1.0
Male,Yes,47,Yes,Executive,Average,4.0,Cat_6,1.0
Female,No,32,No,Healthcare,Low,5.0,,1.0
Female,No,20,No,Doctor,Low,4.0,Cat_6,4.0
Male,Yes,60,Yes,Executive,Average,5.0,Cat_6,
Female,No,35,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,27,Yes,Entertainment,Low,5.0,Cat_6,3.0
Female,No,27,Yes,Healthcare,Low,4.0,Cat_6,
Male,Yes,47,Yes,Artist,Low,1.0,Cat_6,
Male,No,41,Yes,Entertainment,Low,2.0,Cat_6,8.0
Male,No,19,No,Healthcare,Low,,Cat_6,0.0
Female,No,53,Yes,Artist,Low,,Cat_7,1.0
Female,Yes,75,Yes,Homemaker,High,,Cat_6,1.0
Female,No,56,Yes,Artist,Low,1.0,Cat_6,
Male,No,35,Yes,Artist,Low,1.0,Cat_6,
Female,No,43,Yes,Engineer,Low,1.0,Cat_6,
Male,Yes,50,Yes,Doctor,Average,4.0,Cat_6,1.0
Male,Yes,36,Yes,Entertainment,Low,2.0,Cat_4,
Male,No,38,Yes,Artist,Low,1.0,Cat_3,1.0
Male,Yes,49,Yes,Doctor,Average,4.0,Cat_6,1.0
Female,Yes,45,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,48,No,Entertainment,Average,3.0,Cat_3,1.0
Male,No,30,No,Doctor,Low,5.0,Cat_6,
Female,Yes,75,Yes,Lawyer,Low,1.0,Cat_6,
Female,No,19,Yes,Artist,Low,2.0,Cat_6,0.0
Male,No,30,Yes,Artist,Low,2.0,Cat_6,9.0
Male,No,31,No,Healthcare,Low,,Cat_6,
Male,No,35,Yes,Artist,Low,2.0,Cat_6,2.0
Female,Yes,63,Yes,Artist,High,3.0,Cat_6,1.0
Male,Yes,75,No,Lawyer,Low,1.0,Cat_4,1.0
Male,No,29,No,Doctor,Low,4.0,Cat_6,8.0
Female,No,49,No,Engineer,Low,,Cat_7,1.0
Male,No,31,Yes,Healthcare,Low,4.0,Cat_1,3.0
Male,Yes,60,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,63,Yes,Artist,Low,1.0,Cat_6,1.0
Female,No,26,No,Homemaker,Low,1.0,Cat_6,13.0
Male,Yes,27,No,,Average,6.0,Cat_4,1.0
Female,Yes,49,Yes,Homemaker,Average,2.0,Cat_6,8.0
Female,No,37,Yes,Artist,Low,1.0,Cat_3,1.0
Female,No,42,Yes,Entertainment,Low,1.0,Cat_6,1.0
Female,Yes,50,Yes,Artist,Average,2.0,Cat_6,8.0
Female,Yes,41,No,Doctor,Low,1.0,Cat_7,
Female,No,37,No,Engineer,Low,1.0,Cat_6,
Female,No,30,Yes,Doctor,Low,,Cat_4,8.0
Male,Yes,43,Yes,Artist,Average,3.0,Cat_6,3.0
Female,No,23,No,Doctor,Low,4.0,Cat_6,
Female,Yes,40,Yes,Engineer,Average,4.0,Cat_6,
Male,No,37,Yes,Artist,Low,1.0,Cat_6,2.0
Male,No,43,Yes,Doctor,Low,4.0,Cat_6,1.0
Male,No,30,Yes,Entertainment,Low,4.0,Cat_6,8.0
Female,Yes,68,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,37,Yes,Executive,High,2.0,Cat_3,9.0
Male,No,32,Yes,Engineer,Low,3.0,Cat_6,
Male,No,36,Yes,Artist,Low,1.0,Cat_3,
Male,Yes,77,No,Lawyer,High,2.0,Cat_6,
Female,Yes,78,No,Lawyer,High,2.0,Cat_4,1.0
Male,No,19,No,Healthcare,Low,4.0,Cat_2,1.0
Male,Yes,65,Yes,Lawyer,Low,2.0,Cat_1,
Male,No,27,No,Doctor,Low,4.0,Cat_6,
Male,No,28,Yes,Healthcare,Low,4.0,Cat_6,5.0
Male,No,27,Yes,Artist,Low,3.0,Cat_6,1.0
Female,Yes,60,Yes,Engineer,Average,3.0,Cat_7,1.0
Male,No,21,No,Healthcare,Low,3.0,Cat_4,0.0
Male,Yes,46,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,32,Yes,Healthcare,Low,2.0,Cat_6,
Male,Yes,48,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,72,Yes,Engineer,High,2.0,Cat_4,
Male,No,43,Yes,Healthcare,Low,3.0,Cat_6,3.0
Male,No,25,Yes,Healthcare,Low,,Cat_4,
Female,Yes,58,Yes,Artist,Low,1.0,Cat_6,1.0
Female,No,21,No,Homemaker,Low,1.0,Cat_6,9.0
Female,No,52,Yes,Artist,Low,1.0,Cat_6,9.0
Male,No,27,No,Artist,Low,1.0,Cat_6,1.0
Female,Yes,60,Yes,Artist,High,2.0,Cat_6,4.0
Male,Yes,40,Yes,Engineer,Average,3.0,Cat_6,12.0
Female,No,29,No,Marketing,Low,3.0,Cat_6,4.0
Male,Yes,31,Yes,Healthcare,Low,2.0,Cat_6,2.0
Female,No,27,Yes,Healthcare,Low,4.0,Cat_6,
Male,No,39,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,45,Yes,Doctor,Low,1.0,Cat_4,
Female,,58,No,Executive,Average,3.0,Cat_3,1.0
Male,Yes,68,Yes,Lawyer,High,2.0,Cat_6,
Male,Yes,53,Yes,Executive,High,4.0,Cat_6,1.0
Male,Yes,25,No,Engineer,Low,1.0,Cat_6,14.0
Male,Yes,32,Yes,Artist,Average,2.0,Cat_3,5.0
Female,Yes,45,Yes,Artist,Low,2.0,Cat_6,9.0
Male,Yes,25,No,Engineer,Average,3.0,Cat_4,
Male,No,39,No,Engineer,Low,2.0,Cat_6,5.0
Female,,49,No,Entertainment,Low,1.0,Cat_3,
Female,Yes,49,No,,Low,2.0,Cat_3,11.0
Male,Yes,29,No,Executive,High,3.0,Cat_6,
Female,Yes,52,Yes,Artist,Average,4.0,Cat_6,2.0
Male,No,35,Yes,Artist,Low,2.0,Cat_6,2.0
Male,No,26,No,Engineer,Low,4.0,Cat_4,
Female,Yes,46,Yes,Artist,Low,4.0,Cat_4,1.0
Male,No,33,No,Marketing,Low,9.0,Cat_6,11.0
Male,No,22,No,Healthcare,Low,5.0,Cat_6,1.0
Female,No,30,Yes,Entertainment,Low,3.0,Cat_6,9.0
Female,Yes,50,Yes,Artist,Low,2.0,Cat_6,9.0
Female,No,38,Yes,Healthcare,Low,2.0,Cat_6,
Male,Yes,65,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,No,41,Yes,Artist,Low,1.0,Cat_6,2.0
Female,Yes,40,Yes,Artist,Low,1.0,Cat_6,
Male,No,29,No,Engineer,Low,5.0,Cat_3,
Female,No,20,No,Healthcare,Low,3.0,Cat_1,8.0
Female,No,32,Yes,Homemaker,Low,1.0,Cat_6,10.0
Female,Yes,83,No,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,57,Yes,Doctor,Low,1.0,Cat_6,
Female,Yes,30,Yes,Engineer,High,6.0,Cat_4,8.0
Female,Yes,68,Yes,Lawyer,High,4.0,Cat_6,3.0
Male,Yes,59,Yes,Artist,Average,2.0,Cat_6,3.0
Female,Yes,50,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,43,No,Entertainment,Low,1.0,Cat_3,5.0
Female,No,27,Yes,Healthcare,Low,4.0,Cat_2,1.0
Female,No,35,No,Marketing,Low,,Cat_3,
Male,No,41,Yes,Artist,Low,2.0,Cat_6,9.0
Male,Yes,38,No,Artist,Low,1.0,Cat_6,8.0
Male,Yes,62,Yes,Artist,Average,9.0,Cat_3,
Male,No,18,No,Healthcare,Low,3.0,Cat_4,1.0
Male,No,48,Yes,Entertainment,Low,3.0,Cat_2,
Male,No,32,No,Entertainment,Low,6.0,Cat_3,
Male,No,25,Yes,Healthcare,Low,4.0,Cat_3,1.0
Female,Yes,27,No,Artist,High,5.0,Cat_2,6.0
Male,Yes,52,Yes,Healthcare,Average,4.0,Cat_6,
Female,Yes,35,Yes,Artist,Average,3.0,Cat_6,
Female,No,55,No,Entertainment,Low,1.0,Cat_6,3.0
Male,Yes,43,Yes,Artist,Average,2.0,,9.0
Female,Yes,72,No,Lawyer,High,7.0,Cat_3,
Male,Yes,32,No,Marketing,Low,3.0,Cat_6,4.0
Female,No,35,Yes,Doctor,Low,1.0,Cat_3,1.0
Male,Yes,52,No,Artist,Low,2.0,Cat_6,1.0
Female,No,32,No,Healthcare,Low,5.0,Cat_7,
Male,Yes,55,Yes,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,65,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,42,Yes,Executive,High,5.0,Cat_6,1.0
Male,Yes,69,Yes,Executive,Low,,Cat_6,
Male,No,28,Yes,Entertainment,Low,5.0,Cat_6,1.0
Female,Yes,79,No,Lawyer,High,3.0,Cat_6,1.0
Male,Yes,86,Yes,Artist,Low,,Cat_6,
Female,Yes,58,Yes,Artist,High,3.0,,
Male,No,21,No,Healthcare,Low,6.0,Cat_4,1.0
Male,Yes,28,No,Engineer,Average,2.0,Cat_4,6.0
Male,Yes,81,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,Yes,52,Yes,Executive,Average,4.0,Cat_2,1.0
Female,No,20,No,Healthcare,Low,5.0,Cat_4,1.0
Female,Yes,62,Yes,Artist,Low,4.0,Cat_4,1.0
Male,No,20,No,Healthcare,Low,,Cat_3,8.0
Male,Yes,62,Yes,,Average,3.0,Cat_6,
Female,No,35,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,40,Yes,Artist,Average,4.0,Cat_4,
Female,No,30,No,Engineer,Low,1.0,Cat_6,
Female,Yes,48,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,38,No,Doctor,Average,5.0,Cat_6,
Male,No,25,Yes,Doctor,Low,1.0,Cat_2,6.0
Female,No,42,Yes,Engineer,Low,1.0,Cat_6,11.0
Male,No,28,Yes,Marketing,Low,5.0,Cat_7,9.0
Male,No,18,No,Healthcare,Low,,Cat_2,2.0
Female,No,45,Yes,Doctor,Low,1.0,Cat_6,
Female,Yes,45,Yes,Artist,Low,3.0,Cat_6,
Female,No,31,No,Healthcare,Low,7.0,Cat_6,
Male,Yes,57,No,Doctor,Low,3.0,Cat_4,4.0
Female,No,30,No,Healthcare,Low,4.0,Cat_6,
Female,No,25,No,Healthcare,Low,5.0,Cat_4,1.0
Female,No,41,No,Marketing,Low,2.0,Cat_6,
Male,Yes,45,Yes,Entertainment,Low,4.0,Cat_2,
Male,No,19,No,Healthcare,Low,5.0,Cat_2,2.0
Male,No,45,Yes,Artist,Low,4.0,Cat_6,
Male,Yes,26,Yes,Healthcare,Low,2.0,Cat_6,6.0
Male,Yes,63,No,Entertainment,Average,5.0,Cat_6,
Female,Yes,46,No,Engineer,Average,5.0,Cat_6,1.0
Female,,33,Yes,Healthcare,Low,5.0,Cat_3,
Male,No,21,No,Healthcare,Low,4.0,,1.0
Female,No,33,Yes,Healthcare,Low,1.0,Cat_6,
Male,Yes,27,Yes,Doctor,Average,2.0,Cat_6,9.0
Male,Yes,89,No,Executive,High,2.0,Cat_6,
Male,Yes,43,Yes,Artist,High,2.0,Cat_4,9.0
Female,Yes,79,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,35,Yes,Artist,Average,2.0,Cat_6,
Female,No,28,No,Artist,Low,5.0,Cat_1,1.0
Male,Yes,40,No,,Average,2.0,Cat_3,
Male,No,25,No,Entertainment,Low,9.0,Cat_6,8.0
Male,No,38,Yes,Entertainment,Low,4.0,Cat_6,
Female,Yes,43,No,Entertainment,Average,5.0,Cat_2,7.0
Male,No,30,No,Healthcare,Low,4.0,Cat_6,4.0
Male,Yes,38,No,Entertainment,Low,3.0,Cat_4,1.0
Male,Yes,36,Yes,Artist,Average,5.0,Cat_6,
Male,Yes,50,No,Marketing,High,6.0,Cat_4,1.0
Female,Yes,46,Yes,Entertainment,Average,2.0,Cat_6,2.0
Female,Yes,68,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,87,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,40,No,Engineer,Average,,Cat_4,2.0
Male,Yes,41,No,Executive,High,3.0,,
Male,Yes,36,Yes,Executive,High,4.0,Cat_6,1.0
Female,No,28,Yes,Artist,Low,1.0,Cat_6,1.0
Female,Yes,59,Yes,Artist,Average,4.0,Cat_3,
Male,No,32,No,Healthcare,Low,4.0,Cat_3,7.0
Female,Yes,38,No,Doctor,Average,2.0,Cat_4,1.0
Male,No,38,No,Doctor,Low,5.0,Cat_3,
Female,Yes,86,Yes,Lawyer,Low,2.0,Cat_6,1.0
Female,Yes,53,Yes,Artist,Average,2.0,Cat_3,
Male,No,27,No,Entertainment,Low,2.0,Cat_6,6.0
Male,Yes,39,Yes,Artist,Average,3.0,Cat_6,
Female,No,30,Yes,Healthcare,Low,,Cat_2,8.0
Male,Yes,52,No,Engineer,Average,6.0,Cat_4,
Male,Yes,69,No,Lawyer,High,2.0,Cat_6,
Male,Yes,58,Yes,Artist,Average,4.0,Cat_6,1.0
Male,No,36,Yes,Artist,Low,1.0,Cat_6,5.0
Male,No,20,No,Healthcare,Low,4.0,Cat_2,7.0
Female,Yes,37,Yes,Artist,Low,2.0,Cat_6,5.0
Female,Yes,37,No,Marketing,Low,4.0,Cat_6,
Female,No,21,No,Healthcare,Low,4.0,Cat_6,8.0
Female,Yes,80,Yes,Artist,Average,2.0,Cat_6,6.0
Female,No,41,Yes,Marketing,Low,1.0,Cat_6,
Female,No,26,Yes,Artist,Low,1.0,Cat_6,9.0
Female,,30,Yes,Doctor,Low,3.0,Cat_3,
Male,No,40,Yes,Doctor,Low,1.0,Cat_2,12.0
Male,Yes,50,Yes,Artist,Average,2.0,Cat_6,8.0
Female,No,30,No,Artist,Low,,Cat_6,
Female,No,21,No,Marketing,Low,8.0,Cat_6,1.0
Male,Yes,41,Yes,Artist,Average,3.0,Cat_3,
Female,Yes,41,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,88,Yes,Lawyer,Low,2.0,Cat_6,
Male,No,27,Yes,Healthcare,Low,3.0,Cat_2,
Female,Yes,38,No,Engineer,Low,2.0,Cat_6,9.0
Male,No,46,No,Marketing,Low,4.0,Cat_3,1.0
Female,No,20,No,Healthcare,Low,4.0,Cat_6,4.0
Male,Yes,27,No,Entertainment,Average,2.0,Cat_6,3.0
Male,No,25,Yes,Artist,Low,5.0,Cat_6,1.0
Female,Yes,28,,Homemaker,Average,3.0,Cat_3,6.0
Male,No,21,No,,Low,,Cat_3,7.0
Female,Yes,25,Yes,Homemaker,Average,2.0,,9.0
Male,No,43,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,52,Yes,Artist,Average,4.0,Cat_6,2.0
Male,Yes,55,No,Executive,Low,2.0,Cat_6,
Female,Yes,29,Yes,Artist,Low,2.0,Cat_1,4.0
Female,No,40,No,Entertainment,Low,4.0,Cat_6,12.0
Female,No,40,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,61,No,Artist,Average,2.0,Cat_2,1.0
Male,Yes,37,Yes,Artist,Average,2.0,Cat_6,1.0
Male,No,32,Yes,Engineer,Low,3.0,Cat_4,
Female,No,42,Yes,Artist,Low,2.0,Cat_6,1.0
Male,No,23,No,Healthcare,Low,2.0,Cat_6,
Female,Yes,32,Yes,Artist,Low,3.0,Cat_6,8.0
Female,Yes,74,No,Lawyer,High,2.0,Cat_6,
Female,Yes,52,Yes,Artist,Low,2.0,Cat_6,2.0
Male,No,32,Yes,Healthcare,Low,4.0,Cat_6,
Female,Yes,82,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,47,No,Entertainment,Average,5.0,Cat_6,1.0
Male,Yes,39,Yes,Executive,High,3.0,Cat_2,
Male,Yes,58,No,Artist,High,3.0,Cat_6,
Female,Yes,53,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,49,No,Artist,Low,2.0,Cat_7,
Female,No,45,No,Marketing,Low,1.0,Cat_6,
Female,Yes,71,No,Engineer,High,4.0,Cat_3,1.0
Female,Yes,68,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,83,No,Lawyer,High,3.0,Cat_3,
Male,No,27,Yes,Marketing,Low,2.0,Cat_3,1.0
Male,Yes,39,No,Executive,Average,7.0,Cat_4,
Female,Yes,40,Yes,Artist,Average,2.0,Cat_6,1.0
Male,No,39,No,Entertainment,Low,3.0,Cat_6,
Female,Yes,48,Yes,Doctor,Low,2.0,Cat_6,
Male,Yes,70,No,Marketing,Low,2.0,Cat_6,1.0
Female,Yes,37,No,Executive,High,2.0,Cat_1,
Female,Yes,48,No,Marketing,Average,2.0,Cat_4,
Male,No,28,Yes,Artist,Low,3.0,Cat_6,8.0
Male,Yes,42,No,Executive,Average,2.0,Cat_3,
Female,No,53,No,Entertainment,Low,,Cat_6,
Female,No,28,Yes,Artist,Low,1.0,Cat_6,9.0
Male,No,47,Yes,Engineer,Low,2.0,Cat_6,1.0
Male,No,18,No,Healthcare,Low,4.0,Cat_2,5.0
Male,Yes,42,Yes,Artist,Low,2.0,Cat_6,14.0
Male,Yes,42,Yes,Artist,Low,4.0,Cat_4,1.0
Male,Yes,55,No,Artist,Low,1.0,Cat_6,
Female,Yes,35,Yes,Artist,Average,5.0,Cat_4,
Female,Yes,31,No,Artist,High,3.0,Cat_4,
Female,No,38,No,Homemaker,Low,,Cat_6,8.0
Female,No,25,Yes,Marketing,Low,2.0,Cat_4,5.0
Male,No,20,No,Healthcare,Low,4.0,Cat_6,1.0
Female,No,38,Yes,Artist,Low,2.0,Cat_6,7.0
Male,Yes,29,No,Executive,Average,2.0,,
Female,Yes,28,Yes,Doctor,Average,2.0,Cat_2,
Female,No,26,No,Engineer,Low,4.0,Cat_4,
Male,Yes,45,No,Doctor,Low,2.0,Cat_3,8.0
Male,Yes,53,Yes,Executive,Low,1.0,Cat_4,9.0
Male,Yes,87,No,Executive,High,2.0,Cat_6,
Male,No,25,Yes,Healthcare,Low,4.0,Cat_6,8.0
Male,No,19,No,Healthcare,Low,4.0,Cat_6,0.0
Male,No,30,Yes,Entertainment,Low,3.0,Cat_6,14.0
Male,Yes,82,Yes,Lawyer,High,2.0,Cat_6,
Female,Yes,26,Yes,Engineer,Low,2.0,Cat_6,9.0
Female,Yes,74,No,Lawyer,High,2.0,Cat_6,
Male,Yes,53,Yes,Artist,Average,2.0,Cat_6,4.0
Male,No,18,No,Healthcare,Low,4.0,Cat_6,
Female,Yes,46,Yes,Entertainment,Low,2.0,Cat_6,5.0
Male,Yes,51,Yes,Entertainment,Average,4.0,Cat_7,
Male,Yes,41,Yes,Artist,High,3.0,Cat_6,
Male,Yes,47,Yes,Executive,High,5.0,Cat_4,1.0
Male,Yes,70,No,Entertainment,Low,1.0,Cat_6,1.0
Male,No,26,Yes,Healthcare,Low,5.0,Cat_6,1.0
Male,Yes,26,No,Artist,Low,4.0,Cat_6,1.0
Female,Yes,36,No,Entertainment,High,3.0,Cat_3,1.0
Female,Yes,61,Yes,Doctor,Average,2.0,Cat_6,1.0
Male,Yes,71,Yes,Artist,Average,4.0,Cat_6,
Male,Yes,38,No,Artist,Average,3.0,Cat_3,5.0
Male,Yes,41,Yes,Artist,Average,2.0,Cat_6,1.0
Male,No,30,No,Executive,Low,4.0,Cat_6,
Female,No,33,Yes,Engineer,Low,3.0,Cat_1,
Female,No,40,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,40,Yes,Executive,Low,4.0,Cat_6,
Male,No,40,Yes,Doctor,Low,2.0,Cat_6,4.0
Female,Yes,65,Yes,Artist,Average,4.0,Cat_4,
Female,No,33,Yes,Artist,Low,1.0,Cat_7,10.0
Male,Yes,33,No,Entertainment,Low,3.0,Cat_3,1.0
Female,Yes,46,No,Artist,Low,1.0,Cat_6,8.0
Female,Yes,32,Yes,Healthcare,High,2.0,Cat_2,8.0
Male,Yes,49,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,26,No,Artist,Low,2.0,Cat_6,3.0
Female,No,39,Yes,Entertainment,Low,1.0,Cat_6,7.0
Female,Yes,66,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,86,Yes,Lawyer,High,2.0,Cat_6,9.0
Female,No,27,Yes,Homemaker,Low,7.0,Cat_6,3.0
Female,No,30,Yes,Artist,Low,5.0,Cat_6,9.0
Male,No,20,No,Healthcare,Low,3.0,Cat_2,0.0
Female,No,42,Yes,Artist,Low,1.0,Cat_6,8.0
Female,No,26,Yes,Engineer,Low,6.0,Cat_4,
Male,Yes,67,Yes,Artist,Average,6.0,Cat_1,
Female,Yes,48,Yes,Artist,Average,2.0,Cat_6,8.0
Male,No,36,Yes,Artist,Low,1.0,Cat_4,2.0
Male,No,33,Yes,Entertainment,Low,4.0,Cat_3,9.0
Male,No,37,Yes,Healthcare,Low,3.0,Cat_6,8.0
Male,No,41,Yes,Artist,Low,3.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,4.0,Cat_2,0.0
Male,Yes,58,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,47,No,Entertainment,High,5.0,Cat_6,
Female,No,26,Yes,Engineer,Low,3.0,Cat_6,1.0
Male,Yes,42,No,Entertainment,Average,2.0,Cat_2,6.0
Female,Yes,63,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,67,Yes,Executive,Low,,Cat_7,1.0
Female,No,28,Yes,Healthcare,Low,6.0,Cat_6,1.0
Female,Yes,41,Yes,Homemaker,Average,4.0,Cat_2,
Male,Yes,25,,Artist,Low,1.0,Cat_6,6.0
Male,,19,No,Healthcare,Low,3.0,Cat_3,9.0
Female,No,31,Yes,Entertainment,Low,4.0,Cat_6,
Female,,39,Yes,Artist,Low,1.0,Cat_7,
Female,No,32,Yes,Marketing,Low,6.0,Cat_6,1.0
Male,No,70,No,,Low,4.0,Cat_4,
Male,Yes,43,Yes,Healthcare,High,2.0,Cat_6,7.0
Female,No,31,No,Entertainment,Low,4.0,Cat_6,9.0
Male,Yes,77,Yes,Lawyer,Low,1.0,Cat_6,
Male,Yes,45,No,Executive,Low,9.0,Cat_4,3.0
Female,Yes,63,Yes,Executive,High,5.0,Cat_6,
Female,Yes,51,Yes,Doctor,Average,3.0,Cat_6,
Male,Yes,57,Yes,Entertainment,Low,,Cat_3,
Female,No,23,No,,Low,2.0,Cat_6,
